time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,memory_percent_ipykernel
27-5-2021 15:5:38,1622142338.3321705,1000.0,93.4,5243.68,2848.34,9663.84,24.2,100608918,138896747,0.00026902705216432985,0.00035330518462947246,0,0,99231,495,0,602112,49983819,760860,464.31,319.8,0.02,0.07,6.5138979895527775
27-5-2021 15:5:43,1622142343.3357127,1000.0,69.5,5253.25,2853.81,9668.35,24.1,100743779,139072193,0.0002695310542377086,0.0003506435911181811,0,0,100262,498,0,602112,50063619,764169,469.54,323.82,0.02,0.07,6.4702148028847235
27-5-2021 15:5:48,1622142348.3374486,1000.0,72.9,5262.57,2858.63,9673.73,24.2,100877531,139470685,0.00026741115882075435,0.0007967073950355886,0,0,101291,500,0,602112,50142316,766375,474.04,327.63,0.02,0.07,6.4896068717326925
27-5-2021 15:5:53,1622142353.3417096,1000.0,88.3,5271.84,2863.56,9678.87,24.3,101025394,140965824,0.0002954741958947644,0.0029877318448557253,0,0,102320,502,0,602112,50221023,768579,478.67,330.75,0.02,0.07,6.519613546686916
27-5-2021 15:5:58,1622142358.3455293,1000.0,95.5,5282.29,2869.13,9682.54,24.3,101161153,141145367,0.0002713107346572903,0.00035881188895449926,0,0,103349,504,0,602112,50299754,770783,484.68,335.43,0.02,0.07,6.519409419646411
27-5-2021 15:6:3,1622142363.3475056,1000.0,78.6,5292.69,2874.42,9686.42,24.6,101292223,141319305,0.00026203643001707023,0.00034773855622422493,0,0,104380,507,0,602112,50379588,774092,490.99,339.79,0.02,0.07,6.526247675503326
27-5-2021 15:6:8,1622142368.3520234,1000.0,70.1,5302.86,2879.9,9690.36,24.4,101531196,141601479,0.0004775145375703611,0.0005638385387653796,0,0,105411,510,0,602112,50459422,777401,496.08,343.8,0.02,0.07,6.405098276963652
27-5-2021 15:6:13,1622142373.3557553,1000.0,93.7,5312.96,2885.26,9694.38,24.4,101660004,141770610,0.0002574238605799838,0.0003380097118482799,0,0,106440,512,0,602112,50538140,779607,501.59,348.25,0.02,0.07,6.530432279833677
27-5-2021 15:6:18,1622142378.3578224,1000.0,80.6,5322.93,2890.44,9698.9,24.3,101793291,141942200,0.00026646383910155244,0.00034303818190397706,0,0,107461,515,0,602112,50617331,782916,507.0,351.76,0.02,0.07,6.522573388774237
27-5-2021 15:6:23,1622142383.3615975,1000.0,90.9,5333.24,2895.83,9702.75,24.3,101922024,142111570,0.00025727175366270565,0.0003384844361418786,0,0,108485,517,0,602112,50695719,785122,513.37,356.56,0.02,0.07,6.517368149241362
27-5-2021 15:6:28,1622142388.3722036,1000.0,66.8,5343.25,2900.81,9707.32,24.2,102056458,142285986,0.0002682988817027784,0.0003480936202974828,0,0,109511,520,0,602112,50775261,788431,518.76,360.04,0.02,0.07,6.416427327711674
27-5-2021 15:6:33,1622142393.3759737,1000.0,66.6,5351.99,2905.91,9713.0,24.5,102199309,143116894,0.00028548673654913657,0.0016605638972955734,0,0,110535,522,0,602112,50853694,790637,523.17,363.62,0.02,0.07,6.493179094941527
27-5-2021 15:6:38,1622142398.3880117,1000.0,89.9,5362.24,2912.03,9716.32,24.4,102331859,143295459,0.00026446327860831203,0.000356272239492216,0,0,111561,525,0,602112,50933196,793946,528.77,368.47,0.02,0.07,6.515939259957827
27-5-2021 15:6:43,1622142403.3917437,1000.0,95.5,5372.67,2917.5,9719.97,24.4,102466907,143475420,0.00026989455254025873,0.00035965355702933404,0,0,112585,527,0,602112,51011589,796152,534.84,373.18,0.02,0.07,6.527574501266608
27-5-2021 15:6:48,1622142408.3954093,1000.0,89.4,5382.61,2922.99,9724.05,24.3,102595163,143635066,0.00025632407929996313,0.00031905808666980034,0,0,113609,529,0,602112,51090026,798358,540.25,377.31,0.02,0.07,6.526145611983074
27-5-2021 15:6:53,1622142413.4139814,1000.0,79.4,5391.54,2927.54,9730.05,24.4,102728617,143806089,0.0002659202608870355,0.0003407801997518506,0,0,114641,532,0,602112,51169857,801665,544.68,380.62,0.02,0.07,6.520940372450198
