time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,temp,gpu,gpu_mem,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel
12-6-2021 15:6:55,1623524815.2019424,1500.0,80.5,4021.71,1317.91,7291.51,13.2,115886716,127773554,0.0022683423654222593,0.00047724514186444315,74.984,0,0,26564,290,0,438272,41828122,490740,3.1242466779427303,127.36,37.99,0.03,0.05
12-6-2021 15:7:0,1623524820.2039847,1500.0,73.9,4034.0,1322.55,7294.4,13.3,116671541,128519922,0.0015690091245574493,0.0014921265279236701,75.471,0,0,27616,293,0,438272,41908436,494232,3.121320192255229,134.58,41.54,0.03,0.05
12-6-2021 15:7:5,1623524825.2077084,1500.0,93.9,4045.58,1327.22,7297.82,13.2,117634903,129295774,0.0019252901896618776,0.0015505492683223411,75.958,0,0,28670,297,0,438272,41989934,498888,3.1181953007584062,140.42,44.76,0.03,0.05
12-6-2021 15:7:10,1623524830.2186532,1500.0,90.1,4059.11,1331.67,7299.76,13.2,118749609,129524930,0.0022245425460872327,0.00045731096063999463,74.984,0,0,29724,301,0,438272,42071415,503544,3.1317364972446393,148.24,48.19,0.03,0.05
12-6-2021 15:7:15,1623524835.230166,1500.0,92.3,4069.89,1335.72,7304.66,13.2,119535468,130264805,0.0015681073524249128,0.001476350626989552,74.497,0,0,30773,305,0,438272,42152608,508196,3.122808235825145,154.11,50.76,0.03,0.05
12-6-2021 15:7:20,1623524840.2322857,1500.0,94.2,4082.15,1340.81,7307.15,13.2,119855842,130506195,0.0006404764662122205,0.00048257540929965575,75.958,0,0,31824,310,0,438272,42234949,514016,3.1238994677764165,161.03,54.17,0.03,0.05
12-6-2021 15:7:25,1623524845.2340062,1500.0,83.7,4094.48,1345.25,7310.02,13.2,120756864,131321624,0.0018014241557203446,0.001630297038113259,74.01,0,0,32873,314,0,438272,42316141,518672,3.118443308020059,167.51,57.13,0.03,0.05
12-6-2021 15:7:30,1623524850.2399542,1500.0,66.3,4105.78,1349.75,7313.91,13.2,121756022,132074984,0.001995941601240742,0.0015049297155312028,75.958,0,0,33922,318,0,438272,42397332,523328,3.142500012400363,174.23,60.73,0.03,0.05
12-6-2021 15:7:35,1623524855.2437358,1500.0,90.1,4117.36,1355.33,7316.68,13.3,122562972,132291672,0.001612680311469068,0.0004330484804902527,76.445,0,0,34969,321,0,438272,42477385,526820,3.119038525448025,181.37,65.34,0.03,0.05
12-6-2021 15:7:40,1623524860.2623115,1500.0,90.6,4130.54,1360.01,7318.95,13.2,123796848,132534748,0.00245861790584373,0.00048435256547730123,75.958,0,0,36025,326,0,438272,42560054,532638,3.127817982510528,189.22,68.86,0.03,0.05
12-6-2021 15:7:45,1623524865.2658422,1500.0,70.3,4141.46,1364.46,7323.23,13.2,125120650,132781190,0.0026457357186233,0.00049253619647724,75.471,0,0,37079,330,0,438272,42641543,537294,3.1213697937075597,194.77,71.87,0.03,0.05
12-6-2021 15:7:50,1623524870.2722743,1500.0,91.1,4154.91,1368.85,7325.27,13.3,126502739,133632723,0.002760626698660066,0.0017008779713825245,76.445,0,0,38133,334,0,438272,42723030,541948,3.089525661311363,202.36,74.98,0.03,0.05
12-6-2021 15:7:55,1623524875.2810311,1500.0,95.5,4168.53,1372.82,7327.55,13.1,127848604,134448097,0.0026870240127865965,0.0016278969416708645,76.932,0,0,39187,338,0,438272,42804534,546604,3.097164284970264,209.83,77.85,0.03,0.05
12-6-2021 15:8:0,1623524880.282305,1500.0,86.6,4180.62,1377.74,7330.27,13.0,128853887,134676568,0.0020100538903419446,0.00045682561266858633,75.471,0,0,40241,342,0,438272,42886026,551260,3.132827729195911,216.07,81.58,0.03,0.05
12-6-2021 15:8:5,1623524885.2840452,1500.0,87.5,4191.84,1382.58,7333.87,13.0,129891876,134912525,0.0020752557208563553,0.0004717498105722729,76.445,0,0,41295,346,0,438272,42967535,555916,3.1207745762795938,222.48,85.25,0.03,0.05
12-6-2021 15:8:10,1623524890.2878647,1500.0,92.3,4204.11,1387.15,7336.83,13.1,131252089,135158103,0.0027183494715207215,0.0004907810956939212,76.445,0,0,42349,350,0,438272,43049011,560572,3.0845655160783108,229.36,88.47,0.03,0.05
12-6-2021 15:8:15,1623524895.29167,1500.0,85.1,4216.29,1392.22,7339.43,13.0,132656024,135401110,0.0028057346120956583,0.0004856443858736549,76.932,0,0,43403,354,0,438272,43130487,565228,3.0849127262446245,236.33,92.35,0.03,0.05
12-6-2021 15:8:20,1623524900.2928336,1500.0,91.2,4229.45,1397.74,7340.58,13.0,134040739,136185588,0.0027687857131633645,0.0015685909943136097,76.932,0,0,44459,359,0,438272,43213122,571048,3.1302484536747235,244.24,96.69,0.03,0.05
12-6-2021 15:8:25,1623524905.29949,1500.0,87.9,4241.4,1401.74,7344.32,13.0,135370050,136418495,0.0026550873309253644,0.00046519469483351434,76.445,0,0,45513,363,0,438272,43294609,575706,3.0754388488494944,250.84,99.63,0.03,0.05
12-6-2021 15:8:30,1623524910.3032837,1500.0,77.0,4253.75,1407.46,7346.1,13.1,136563112,136677500,0.002384314917064651,0.0005176172613781429,77.419,0,0,46569,368,0,438272,43377235,581529,3.143045628375999,258.16,103.92,0.03,0.05
12-6-2021 15:8:35,1623524915.3056982,1500.0,79.0,4265.29,1412.74,7348.94,13.1,137523761,136885150,0.001920370666466746,0.00041509955133646085,76.445,0,0,47621,371,0,438272,43457554,585024,3.107481387055013,265.15,108.41,0.03,0.05
12-6-2021 15:8:40,1623524920.311784,1500.0,63.5,4277.1,1417.5,7352.1,13.0,138835993,137689577,0.0026212734527171107,0.0016068981245304698,76.445,0,0,48673,374,0,438272,43537855,588519,3.122907438729806,271.47,111.92,0.03,0.05
12-6-2021 15:8:45,1623524925.312407,1500.0,76.9,4289.44,1422.52,7354.41,13.0,140213435,137932509,0.002754540790967617,0.00048580347007811953,76.445,0,0,49728,378,0,438272,43619381,593175,3.097015480613272,279.13,115.67,0.03,0.05
12-6-2021 15:8:50,1623524930.3273344,1500.0,94.8,4302.64,1426.95,7356.74,13.1,141591107,138688105,0.0027471424681163423,0.0015066937996408693,77.419,0,0,50783,382,0,438272,43700904,597833,3.124048272133408,286.53,119.04,0.03,0.05
12-6-2021 15:8:55,1623524935.3328426,1500.0,91.2,4315.28,1431.56,7359.34,13.1,142981025,138942368,0.0027767770000309126,0.0005079664054705817,77.906,0,0,51840,387,0,438272,43783603,603658,3.1254371127986627,293.6,122.24,0.03,0.05
12-6-2021 15:9:0,1623524940.3355687,1500.0,86.7,4326.59,1436.94,7362.35,13.1,144006599,139173758,0.002050030291490893,0.00046252782261258353,76.932,0,0,52893,390,0,438272,43863961,607151,3.120080155946966,299.97,126.29,0.03,0.05
12-6-2021 15:9:5,1623524945.3387835,1500.0,87.7,4338.96,1441.83,7364.98,13.1,145168719,139422458,0.0023227465500983463,0.0004970803935991625,77.419,0,0,53952,396,0,438272,43947814,614141,3.1543051580550276,307.47,129.99,0.03,0.05
12-6-2021 15:9:10,1623524950.359944,1500.0,95.5,4351.99,1446.61,7367.14,13.1,146537933,139668341,0.002726887483541762,0.0004896935578482977,77.906,0,0,55007,400,0,438272,44029332,618801,3.109167836434251,314.91,133.67,0.03,0.05
12-6-2021 15:9:15,1623524955.362724,1500.0,92.4,4363.43,1451.31,7370.75,13.1,147858912,139904726,0.0026404899084009194,0.00047250728966724776,77.419,0,0,56062,404,0,438272,44110856,623461,3.088484030812422,321.6,136.95,0.03,0.05
12-6-2021 15:9:20,1623524960.3657358,1500.0,90.6,4375.84,1455.56,7373.84,12.7,149228949,140664051,0.0027384245354532314,0.001517735805954894,77.906,0,0,57117,408,0,438272,44192378,628121,3.1020252272986553,328.75,139.75,0.03,0.05
12-6-2021 15:9:25,1623524965.3694494,1500.0,81.1,4389.02,1459.79,7376.07,12.7,150594566,140902510,0.002729206959156236,0.0004765640456097404,77.419,0,0,58172,412,0,438272,44273936,632781,3.122709032920484,336.4,142.77,0.03,0.05
12-6-2021 15:9:30,1623524970.3729057,1500.0,84.4,4402.49,1463.96,7378.28,12.7,151790297,141692026,0.0023898099940660488,0.0015779412152691957,77.419,0,0,59225,415,0,438272,44354317,636276,3.123949069228747,344.78,145.99,0.03,0.05
12-6-2021 15:9:35,1623524975.3772128,1500.0,88.3,4414.07,1468.4,7382.05,12.7,152804654,141911777,0.0020269679569786636,0.000439123736035753,77.906,0,0,60280,419,0,438272,44435861,640936,3.127173163630231,351.21,149.54,0.03,0.05
12-6-2021 15:9:40,1623524980.380959,1500.0,87.1,4427.06,1473.04,7384.4,12.7,154135210,142157096,0.0026591196433679467,0.0004902706626338022,79.367,0,0,61335,423,0,438272,44517384,645596,3.1253379098940015,358.86,152.79,0.03,0.05
12-6-2021 15:9:45,1623524985.382308,1500.0,73.8,4438.62,1477.21,7388.43,12.8,155574254,142413594,0.0028773117172271696,0.0005128576338495101,76.932,0,0,62390,427,0,438272,44598933,650256,3.144434469041254,364.88,155.7,0.03,0.05
12-6-2021 15:9:50,1623524990.386417,1500.0,88.8,4452.12,1481.86,7390.07,12.8,157064732,143267608,0.0029785083179840023,0.0017066255272971422,77.419,0,0,63445,431,0,438272,44680491,654916,3.084763921887633,372.83,159.24,0.03,0.05
12-6-2021 15:9:55,1623524995.3922875,1500.0,82.2,4464.89,1486.65,7392.24,12.7,158426758,143508421,0.0027208573974296137,0.000481061178308797,77.906,0,0,64494,435,0,438272,44761689,659574,3.082730262342081,380.51,162.74,0.03,0.05
12-6-2021 15:10:0,1623525000.3959515,1500.0,82.0,4476.04,1491.37,7396.17,12.8,159400674,143727417,0.0019464056674167224,0.0004376712730272349,78.393,0,0,65541,438,0,438272,44841704,663069,3.1328773306482414,386.64,166.34,0.03,0.05
12-6-2021 15:10:5,1623525005.4007075,1500.0,67.1,4487.05,1496.06,7400.13,12.7,160558100,143962709,0.0023126522173218186,0.0004701368083299367,77.419,0,0,66590,442,0,438272,44922882,667729,3.132926932100572,392.91,169.96,0.03,0.05
12-6-2021 15:10:10,1623525010.420802,1500.0,90.8,4499.46,1500.53,7403.16,12.7,161939484,144198443,0.002751709083114047,0.0004695807892655531,77.906,0,0,67628,446,0,438272,45003459,672389,3.1314884899829867,399.61,173.21,0.03,0.05
12-6-2021 15:10:15,1623525015.4400668,1500.0,70.5,4510.86,1505.22,7406.85,12.8,163312399,145292797,0.0027352910886314584,0.0021803074072380235,77.906,0,0,68668,451,0,438272,45085208,678214,3.123105844539128,405.72,176.66,0.03,0.05
12-6-2021 15:10:20,1623525020.4423363,1500.0,94.4,4522.83,1510.0,7409.89,12.8,164747434,145784293,0.0028687678625639083,0.0009825460210926638,77.906,0,0,69704,454,0,438272,45164627,681709,3.0912617121429316,412.33,179.88,0.03,0.05
12-6-2021 15:10:25,1623525025.4459374,1500.0,81.7,4535.74,1514.64,7412.01,12.7,166073319,146031943,0.0026498615303919295,0.0004949435343197648,78.88,0,0,70742,458,0,438272,45245183,686369,3.131885301601631,419.7,183.78,0.03,0.05
12-6-2021 15:10:30,1623525030.4494312,1500.0,76.5,4547.43,1519.75,7415.09,12.7,167351430,146266421,0.002554437068778711,0.00046862854244513554,78.393,0,0,71780,462,0,438272,45325763,691027,3.1096142495052255,425.82,187.42,0.03,0.05
12-6-2021 15:10:35,1623525035.4524834,1500.0,90.8,4558.9,1524.99,7418.11,12.7,168360219,146494244,0.0020163471270865934,0.0004553680219889878,78.393,0,0,72818,466,0,438272,45406341,695687,3.0813910231291572,432.72,191.54,0.03,0.05
12-6-2021 15:10:40,1623525040.4562683,1500.0,89.4,4571.13,1528.77,7421.75,12.7,169725043,146723354,0.002727583276769699,0.0004578733994571503,79.367,0,0,73849,469,0,438272,45485465,699182,3.1290084173664607,439.73,194.17,0.03,0.05
12-6-2021 15:10:45,1623525045.460002,1500.0,92.0,4582.76,1533.25,7425.44,12.7,171153749,146982227,0.002855279885446258,0.0005173596735683403,78.393,0,0,74884,474,0,438272,45566904,705007,3.1225602285634926,445.7,197.05,0.03,0.05
12-6-2021 15:10:50,1623525050.462388,1500.0,87.8,4595.67,1537.63,7427.9,12.7,172575021,147753842,0.00284118813209791,0.0015424938931807063,78.88,0,0,75919,479,0,438272,45648271,710830,3.135208598907776,453.6,200.45,0.03,0.05
12-6-2021 15:10:55,1623525055.4658835,1500.0,78.7,4607.73,1541.82,7431.43,12.7,173962669,147996268,0.002773357171079388,0.00048451328114629337,78.88,0,0,76950,482,0,438272,45727337,714321,3.1418055920677355,459.84,203.4,0.03,0.05
12-6-2021 15:11:0,1623525060.469333,1500.0,85.6,4617.92,1547.14,7435.47,12.8,174986729,148787296,0.0020467080007098067,0.001580965311002751,79.367,0,0,77981,485,0,438272,45806384,717816,3.124494685204383,465.1,207.36,0.03,0.05
12-6-2021 15:11:5,1623525065.4951718,1500.0,70.9,4628.91,1551.29,7439.93,12.8,176107001,149010997,0.0022290249110754625,0.0004451018160165496,77.906,0,0,79014,489,0,438272,45886605,722476,3.0792581606789446,471.39,210.49,0.03,0.05
12-6-2021 15:11:10,1623525070.5023775,1500.0,93.9,4642.09,1555.78,7441.81,12.7,177397130,149272775,0.002576544825453773,0.0005228025657260923,78.393,0,0,80054,494,0,438272,45968280,728301,3.154751571126003,478.99,213.86,0.03,0.05
12-6-2021 15:11:15,1623525075.5087023,1500.0,94.1,4654.5,1560.09,7444.95,12.8,178789273,149516776,0.002780768456892755,0.0004873854799760435,78.88,0,0,81092,498,0,438272,46048817,732959,3.1324805190295972,485.9,217.03,0.03,0.05
12-6-2021 15:11:20,1623525080.5123186,1500.0,93.7,4667.86,1564.91,7446.54,12.8,180141631,150280641,0.002702761183104261,0.0015266258425150267,79.367,0,0,82130,502,0,438272,46129369,737619,3.1345637800274795,494.01,220.71,0.03,0.05
12-6-2021 15:11:25,1623525085.514732,1500.0,86.7,4679.51,1569.19,7450.29,12.7,181510495,150512669,0.0027364072605261303,0.00046383212930236825,77.419,0,0,83168,506,0,438272,46209915,742279,3.096965879160942,500.56,223.43,0.03,0.05
12-6-2021 15:11:30,1623525090.5236645,1500.0,72.6,4689.87,1574.31,7454.65,12.8,182732684,150752183,0.002440018862145941,0.00047817373397078755,76.932,0,0,84206,510,0,438272,46290434,746939,3.126429141845273,505.37,227.24,0.03,0.05
12-6-2021 15:11:35,1623525095.5275385,1500.0,36.3,4696.84,1576.36,7464.98,12.8,183664132,150906709,0.0018614537220187624,0.00030881272797694695,76.445,0,0,85242,510,0,438272,46366636,746939,3.11760008333044,507.64,228.27,0.03,0.05
12-6-2021 15:11:40,1623525100.534184,1500.0,55.7,4706.35,1579.45,7471.9,12.8,184990014,151123400,0.002648244249787601,0.00043280676163544345,76.932,0,0,86284,513,0,438272,46446313,750434,3.1284628013908247,511.6,229.97,0.03,0.05
12-6-2021 15:11:45,1623525105.5387983,1500.0,42.4,4712.38,1580.98,7483.81,12.9,186215043,151849319,0.0024477989981817813,0.0014504993767177107,75.958,0,0,87320,513,0,438272,46522503,750434,3.1284628013908247,512.18,230.09,0.03,0.05
12-6-2021 15:11:50,1623525110.5477479,1500.0,90.7,4724.37,1584.78,7487.75,12.9,187718465,152369284,0.003001471654957193,0.001038071951235127,77.906,0,0,88362,516,0,438272,46602196,753929,3.0945850094490766,519.04,232.71,0.03,0.05
12-6-2021 15:11:55,1623525115.5525792,1500.0,93.9,4737.6,1589.71,7489.63,12.8,189099298,153130980,0.0027590000808087583,0.0015219214239170905,77.906,0,0,89408,521,0,438272,46684195,759752,3.13649823666837,526.52,236.76,0.03,0.05
12-6-2021 15:12:0,1623525120.556122,1500.0,68.8,4747.35,1594.4,7494.64,12.8,190048167,153350592,0.0018963942529278512,0.000438912995022486,76.932,0,0,90448,523,0,438272,46762687,762082,3.13937512090354,531.22,240.06,0.03,0.05
12-6-2021 15:12:5,1623525125.5590577,1500.0,90.5,4759.94,1599.13,7497.05,12.8,191228094,153596424,0.0023584692728959482,0.0004913754989033701,78.88,0,0,91494,528,0,438272,46844697,767907,3.0871943930518286,539.23,243.77,0.03,0.05
12-6-2021 15:12:10,1623525130.562304,1500.0,84.8,4772.77,1603.92,7499.11,12.8,192622727,153835274,0.0027874562120693428,0.0004773900490328011,78.393,0,0,92543,532,0,438272,46925850,772567,3.1435912443516347,546.36,247.61,0.03,0.05
12-6-2021 15:12:15,1623525135.5662134,1500.0,93.3,4785.86,1609.1,7500.7,12.8,194010244,154096590,0.0027728659795862544,0.0005222236890225934,79.367,0,0,93594,537,0,438272,47008159,778390,3.1253379098940015,553.9,251.51,0.03,0.05
12-6-2021 15:12:20,1623525140.5719523,1500.0,91.8,4799.52,1613.2,7502.59,12.8,195378644,154328213,0.0027336623168168974,0.00046271489828126293,78.88,0,0,94641,540,0,438272,47088126,781885,3.124891496823027,562.46,254.71,0.03,0.05
12-6-2021 15:12:25,1623525145.5727577,1500.0,89.2,4811.11,1617.93,7505.97,12.8,196814714,155076495,0.0028716774428557412,0.0014963229788902907,79.367,0,0,95688,543,0,438272,47168111,785378,3.1378374758812937,568.79,257.84,0.03,0.05
12-6-2021 15:12:30,1623525150.574451,1500.0,91.4,4823.73,1623.11,7507.99,12.9,198054924,155904534,0.0024795802907550363,0.0016555173594605022,78.88,0,0,96749,547,0,438272,47274040,790038,3.1379862802382856,576.12,261.68,0.03,0.05
12-6-2021 15:12:35,1623525155.578173,1500.0,93.2,4834.62,1627.43,7512.53,12.9,199074721,156119805,0.0020380768749611367,0.0004302217470239262,77.419,0,0,97801,550,0,438272,47354350,793533,3.129702837699088,582.17,264.86,0.03,0.05
12-6-2021 15:12:40,1623525160.5818813,1500.0,85.3,4846.93,1631.93,7515.6,12.8,200489260,156357761,0.002826981305662714,0.00047555929074438865,77.906,0,0,98855,554,0,438272,47435792,798193,3.130942874007351,589.23,267.96,0.03,0.05
12-6-2021 15:12:45,1623525165.5843344,1500.0,70.5,4858.48,1636.86,7518.91,12.9,201948000,156616542,0.0029160493344306013,0.0005173081994140734,77.906,0,0,99904,558,0,438272,47516938,802853,3.13084367110269,595.46,271.35,0.03,0.05
12-6-2021 15:12:50,1623525170.5904133,1500.0,85.8,4871.56,1641.57,7521.04,12.9,203364101,156881976,0.002828762813643481,0.0005302233588399724,78.393,0,0,100959,565,0,438272,47601563,811006,3.1481049765137126,602.83,274.87,0.03,0.05
12-6-2021 15:12:55,1623525175.5925486,1500.0,82.3,4884.88,1645.58,7523.66,12.8,204746919,157643192,0.0027644554244965654,0.0015217821147928197,79.367,0,0,102008,569,0,438272,47682718,815664,3.1304468594840458,610.85,277.85,0.03,0.05
12-6-2021 15:13:0,1623525180.594685,1500.0,78.0,4896.74,1650.64,7526.36,12.9,205739560,157872731,0.0019844340636728016,0.00045888192260987724,78.393,0,0,103062,573,0,438272,47764156,820322,3.1383830918569298,617.45,281.73,0.03,0.05
12-6-2021 15:13:5,1623525185.5984077,1500.0,90.2,4909.47,1655.31,7528.79,12.9,206848477,158094663,0.002216183976701154,0.00044353377422948746,78.393,0,0,104116,577,0,438272,47845608,824982,3.1499402302499417,624.73,285.64,0.03,0.05
12-6-2021 15:13:10,1623525190.5987422,1500.0,78.1,4921.24,1660.02,7531.85,12.9,208236242,158345372,0.0027753443287614225,0.0005013844572528111,77.906,0,0,105170,581,0,438272,47927073,829642,3.158174071336809,631.06,288.98,0.03,0.05
12-6-2021 15:13:15,1623525195.6024926,1500.0,74.1,4933.1,1664.71,7535.11,12.9,209665986,159162674,0.002857344806097035,0.0016333788599306722,78.88,0,0,106224,585,0,438272,48008523,834302,3.107679792864335,637.45,292.38,0.03,0.05
12-6-2021 15:13:20,1623525200.6062872,1500.0,93.4,4945.15,1669.63,7537.96,12.8,211118494,159423042,0.002902812956490731,0.0005203410954401481,78.88,0,0,107278,589,0,438272,48089993,838960,3.139623128165193,643.75,296.22,0.03,0.05
12-6-2021 15:13:25,1623525205.6092074,1500.0,77.7,4957.6,1673.44,7541.53,12.9,212543105,160192589,0.0028475589397214075,0.0015381956473632381,79.854,0,0,108334,594,0,438272,48172611,844785,3.141111171735109,650.56,298.69,0.03,0.05
12-6-2021 15:13:30,1623525210.6122732,1500.0,76.6,4969.11,1678.46,7544.64,12.8,213744814,160420880,0.0024019452115004213,0.0004563022114993253,78.393,0,0,109386,597,0,438272,48252899,848280,3.1379862802382856,657.47,302.36,0.03,0.05
12-6-2021 15:13:35,1623525215.615965,1500.0,87.6,4980.73,1683.04,7548.27,12.8,214788070,160655494,0.0020849725924786595,0.00046888180831146744,79.367,0,0,110440,601,0,438272,48334357,852938,3.140962367378117,664.31,305.86,0.03,0.05
12-6-2021 15:13:40,1623525220.6200125,1500.0,90.3,4993.82,1687.68,7550.3,12.8,216170927,160893545,0.002763476892379669,0.0004757168945942151,78.88,0,0,111494,605,0,438272,48415854,857598,3.1379862802382856,671.98,309.41,0.03,0.05
12-6-2021 15:13:45,1623525225.6261063,1500.0,93.8,5007.2,1692.01,7552.51,12.8,217532309,161152561,0.002719449675894442,0.0005174014180086669,78.88,0,0,112550,610,0,438272,48498518,863423,3.119683344328322,679.83,312.46,0.03,0.05
12-6-2021 15:13:50,1623525230.6271493,1500.0,92.0,5021.12,1696.38,7554.02,12.9,219062661,161544144,0.003060065620564939,0.0007830026529175513,78.88,0,0,113606,615,0,438272,48581147,869248,3.137391062810319,688.06,315.67,0.03,0.05
12-6-2021 15:13:55,1623525235.627677,1500.0,83.8,5033.52,1700.62,7557.14,12.9,220491584,162301997,0.002857544460298031,0.0015155460734205017,80.341,0,0,114660,619,0,438272,48662619,873908,3.1379862802382856,694.93,318.5,0.03,0.05
12-6-2021 15:14:0,1623525240.631288,1500.0,67.3,5044.48,1705.76,7560.68,12.9,221474512,162527502,0.0019644372489236736,0.00045068450773457777,79.854,0,0,115712,622,0,438272,48742930,877403,3.1399703383315063,701.23,322.61,0.03,0.05
12-6-2021 15:14:5,1623525245.6625736,1500.0,91.5,5057.37,1710.78,7562.78,12.9,222712954,163344681,0.002461482247433165,0.0016241952400477264,79.367,0,0,116768,627,0,438272,48825567,883228,3.141507983353753,709.19,326.16,0.03,0.05
12-6-2021 15:14:10,1623525250.6661787,1500.0,94.7,5070.72,1715.25,7564.66,12.9,224084733,163595121,0.002741581250099051,0.0005005191129728669,79.854,0,0,117822,631,0,438272,48907041,887888,3.108225408839971,717.18,329.31,0.03,0.05
12-6-2021 15:14:15,1623525255.6699407,1500.0,91.8,5083.44,1719.87,7566.95,12.9,225424737,163834385,0.002677993074390373,0.0004781682255806238,79.367,0,0,118876,635,0,438272,48988529,892548,3.122213018397179,724.62,332.92,0.03,0.05
12-6-2021 15:14:20,1623525260.6748364,1500.0,93.5,5095.7,1724.54,7569.65,12.9,226802144,164077749,0.0027521192970101924,0.00048625189257611473,80.341,0,0,119930,639,0,438272,49069985,897208,3.1394247223558707,731.73,336.42,0.03,0.05
12-6-2021 15:14:25,1623525265.6784945,1500.0,93.3,5108.44,1729.55,7571.73,12.9,228158733,164322878,0.0027111944596274347,0.0004898995839521132,79.854,0,0,120984,643,0,438272,49151470,901868,3.141111171735109,739.23,340.01,0.03,0.05
12-6-2021 15:14:30,1623525270.6822193,900.0,45.3,5119.64,1734.15,7575.59,12.9,229312996,165066214,0.002306807514463498,0.0014855653092676788,78.393,0,0,122038,647,0,438272,49232948,906528,3.1424504109480327,745.1,343.25,0.03,0.05
12-6-2021 15:14:35,1623525275.687419,1500.0,93.0,5131.65,1738.64,7578.9,12.9,230322518,165297266,0.0020169465084303685,0.0004616239414949387,78.393,0,0,123092,651,0,438272,49314406,911188,3.1438888530656177,752.24,346.8,0.03,0.05
