time_stamp,time,cpu_freq,cpu,cpu_user_time,cpu_system_time,cpu_idle_time,memory,net_sent,net_recv,net_upload_rate,net_download_rate,gpu,gpu_mem,memory_percent_ipykernel,cpu_times_user_ipykernel,cpu_times_system_ipykernel,cpu_times_children_user_ipykernel,cpu_times_children_system_ipykernel,io_counters_read_count_ipykernel,io_counters_write_count_ipykernel,io_counters_read_bytes_ipykernel,io_counters_write_bytes_ipykernel,io_counters_read_chars_ipykernel,io_counters_write_chars_ipykernel
26-5-2021 19:25:28,1622071528.622135,1500.0,93.7,7256.0,3055.61,19040.72,11.0,189901727,196574664,0.0002807670026945695,0.0003904285938854559,0,0,3.1707728402287616,1427.92,840.48,0.0,0.02,223184,1186,0,503808,59220646,1554289
26-5-2021 19:25:33,1622071533.6259484,1500.0,40.8,7265.62,3060.12,19046.33,11.0,190050656,196782786,0.00029763099653103283,0.00041592677222053204,0,0,3.112193525026413,1433.92,844.13,0.0,0.02,224204,1190,0,503808,59298498,1558949
26-5-2021 19:25:38,1622071538.6297858,1500.0,36.4,7273.74,3064.99,19053.23,11.1,190184920,196959012,0.00026832207101950363,0.0003521817113111709,0,0,3.1656638906387182,1438.48,848.19,0.0,0.02,225220,1192,0,503808,59374060,1561277
26-5-2021 19:25:43,1622071543.631707,1500.0,27.0,7277.78,3065.73,19068.05,11.0,190304750,197084104,0.00023956794951738306,0.00025008790737735524,0,0,3.1656638906387182,1438.94,848.28,0.0,0.02,226232,1192,0,503808,59447302,1561277
26-5-2021 19:25:48,1622071548.6356215,1500.0,23.5,7283.79,3067.69,19079.84,11.0,190433917,197233128,0.0002581319036461846,0.0002978148351279275,0,0,3.170971246038084,1441.54,849.57,0.0,0.02,227246,1193,0,503808,59521699,1562442
26-5-2021 19:25:53,1622071553.639542,1500.0,51.6,7290.97,3070.34,19089.83,11.0,190571602,197425391,0.0002751542485207236,0.0003842247251577142,0,0,3.1664079124236757,1445.4,852.02,0.0,0.02,228262,1195,0,503808,59597241,1564772
26-5-2021 19:25:58,1622071558.6430807,1500.0,91.6,7301.86,3074.76,19094.18,11.0,190725051,197651705,0.0003066809552298774,0.00045230789188521574,0,0,3.1223122213018395,1452.94,855.37,0.0,0.02,229282,1199,0,503808,59675109,1569428
26-5-2021 19:26:3,1622071563.6483808,1500.0,77.4,7312.79,3079.65,19098.21,11.1,190882245,197891103,0.00031405509876796667,0.0004782890093442096,0,0,3.1914070443982596,1460.18,859.62,0.0,0.02,230298,1204,0,503808,59753836,1575253
26-5-2021 19:26:8,1622071568.6517868,1500.0,92.1,7325.32,3085.3,19099.96,11.0,191039646,198132849,0.0003145876998500796,0.0004831628648354035,0,0,3.1641758470688024,1469.14,864.46,0.0,0.02,231320,1209,0,503808,59832941,1581078
26-5-2021 19:26:13,1622071573.6556664,1500.0,63.7,7336.34,3090.01,19104.12,11.0,191189167,198360855,0.0002988101503883782,0.00045565845031435417,0,0,3.165217477567743,1476.29,868.77,0.0,0.02,232342,1214,0,503808,59912016,1586903
26-5-2021 19:26:18,1622071578.6593773,1500.0,46.6,7344.67,3094.22,19111.45,11.1,191334533,198560358,0.0002905163796039326,0.00039871007856117225,0,0,3.169929615539143,1480.78,871.85,0.0,0.02,233354,1217,0,503808,59988417,1590396
26-5-2021 19:26:23,1622071583.6617026,1500.0,84.1,7353.45,3098.93,19117.74,11.0,191470077,198740812,0.000270961986613491,0.0003607402344061774,0,0,3.1708720431334227,1486.22,876.02,0.0,0.02,234364,1219,0,503808,60063687,1592726
26-5-2021 19:26:28,1622071588.6724255,1500.0,75.6,7363.24,3103.83,19122.88,11.0,191615732,198943514,0.00029068660074860246,0.00040453644121343736,0,0,3.1586700858601136,1492.54,880.12,0.0,0.02,235372,1223,0,503808,60140949,1597386
26-5-2021 19:26:33,1622071593.6814334,1500.0,86.0,7375.62,3109.43,19124.78,11.0,191771023,199182496,0.00031002346601710043,0.00047710445522083504,0,0,3.1194849385189998,1501.31,885.25,0.0,0.02,236382,1228,0,503808,60219354,1603211
26-5-2021 19:26:38,1622071598.6845622,1500.0,81.1,7388.14,3113.84,19127.47,11.1,192349120,199390988,0.0011554709601149756,0.0004167232340183247,0,0,3.125040301180019,1509.07,888.51,0.0,0.02,237388,1231,0,503808,60295419,1606706
26-5-2021 19:26:43,1622071603.6883876,1500.0,74.4,7400.49,3118.46,19130.3,11.1,192557942,199621008,0.0004173247110315084,0.0004596882992762619,0,0,3.165961499352701,1516.83,892.52,0.0,0.02,238396,1235,0,503808,60372689,1611366
26-5-2021 19:26:48,1622071608.6917462,1500.0,79.3,7411.11,3123.72,19134.24,11.0,192742763,199849908,0.00036939387056281,0.00045749269277748316,0,0,3.1643742528781242,1523.31,896.72,0.0,0.02,239404,1239,0,503808,60449941,1616026
26-5-2021 19:26:53,1622071613.69565,1500.0,92.9,7422.58,3128.71,19137.52,11.0,192893571,200080763,0.0003013806900454138,0.0004613497904649223,0,0,3.168193564707575,1531.35,901.23,0.0,0.02,240414,1244,0,503808,60528364,1621851
26-5-2021 19:26:58,1622071618.6994362,1500.0,93.7,7434.24,3132.97,19141.57,11.0,193049693,200312328,0.0003120077423063362,0.00046277957524991185,0,0,3.165415883377065,1539.26,904.79,0.0,0.02,241422,1248,0,503808,60605626,1626511
26-5-2021 19:27:3,1622071623.7018223,1500.0,90.5,7446.23,3138.35,19144.05,11.0,193204683,200545776,0.0003098321423301487,0.00046667329481055907,0,0,3.1905142182563107,1547.49,909.4,0.0,0.02,242432,1253,0,503808,60684053,1632336
26-5-2021 19:27:8,1622071628.7058406,1500.0,91.2,7457.72,3144.17,19146.71,11.1,193359035,200784155,0.0003084561057507361,0.00047637515570096093,0,0,3.1885301601630895,1554.93,914.33,0.0,0.02,243442,1258,0,503808,60762444,1638161
26-5-2021 19:27:13,1622071633.7097087,1500.0,71.4,7469.87,3148.86,19149.66,11.0,193515094,201029243,0.0003118767257386025,0.0004897970828841823,0,0,3.171268854752067,1563.52,918.67,0.0,0.02,244452,1263,0,503808,60840884,1643984
26-5-2021 19:27:18,1622071638.7117283,1500.0,76.1,7479.64,3153.61,19154.91,11.0,193665563,201250776,0.0003008164915685617,0.0004428871051622472,0,0,3.17250889106033,1569.39,922.62,0.0,0.02,245460,1267,0,503808,60918132,1648642
26-5-2021 19:27:23,1622071643.715703,1500.0,71.3,7491.29,3157.75,19158.82,11.2,194530222,201705551,0.0017279443961301859,0.0009088275409729214,0,0,3.168887985040202,1575.69,925.7,0.0,0.02,246468,1271,0,503808,60995357,1653302
26-5-2021 19:27:28,1622071648.7194874,1500.0,24.0,7499.3,3161.2,19167.18,11.1,194867367,201867623,0.0006737800269333118,0.0003238988462683288,0,0,3.1220146125878565,1579.23,928.32,0.0,0.02,247478,1273,0,503808,61070601,1655630
26-5-2021 19:27:33,1622071653.7227082,1500.0,25.6,7503.77,3162.05,19181.58,11.0,195004770,201992370,0.0002746290951096613,0.00024933338957406254,0,0,3.1220146125878565,1579.73,928.38,0.0,0.02,248491,1274,0,503808,61144972,1656795
26-5-2021 19:27:38,1622071658.723504,1500.0,24.7,7507.92,3162.85,19196.46,11.0,195124654,202110818,0.00023972984262205733,0.0002368582996805032,0,0,3.1220146125878565,1580.15,928.47,0.0,0.02,249502,1274,0,503808,61218208,1656795
26-5-2021 19:27:43,1622071663.7259278,1500.0,22.3,7512.33,3163.59,19211.0,11.0,195244493,202229658,0.00023956187174662704,0.00023756483981315896,0,0,3.1220146125878565,1580.57,928.58,0.0,0.02,250514,1274,0,503808,61291444,1656795
26-5-2021 19:27:48,1622071668.7265618,1500.0,22.3,7516.38,3164.25,19226.09,10.9,195365188,202348073,0.0002413593978005051,0.0002367999758941697,0,0,3.1220146125878565,1581.0,928.65,0.0,0.02,251526,1274,0,503808,61364648,1656795
26-5-2021 19:27:53,1622071673.7306566,1500.0,27.9,7520.71,3165.18,19240.61,11.0,195488978,202470101,0.0002473774058653956,0.00024385628954634865,0,0,3.1220146125878565,1581.47,928.75,0.0,0.02,252543,1274,0,503808,61438182,1656795
26-5-2021 19:27:58,1622071678.73454,1500.0,21.0,7524.99,3165.86,19255.38,11.0,195613887,202593744,0.0002496241238418038,0.00024709408885006,0,0,3.1220146125878565,1581.71,928.78,0.0,0.02,253562,1288,0,536576,61511738,1681919
